"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,5,257,203
1,8,20,719,315
2,19,26,590,213
3,17,15,626,181
4,21,13,590,153
5,8,14,596,136
6,7,9,619,130
7,12,7,599,153
8,15,20,605,148
9,12,9,533,129
10,10,10,463,125
11,13,6,413,159
12,7,10,385,127
13,9,7,313,132
14,4,9,280,143
15,9,9,228,128
16,3,7,196,114
17,4,8,174,117
18,6,7,139,134
19,2,11,139,131
20,1,4,127,125
21,6,9,120,101
22,3,10,118,97
23,6,6,109,76
24,3,6,111,94
25,6,11,95,79
26,8,9,91,91
27,3,7,84,63
28,2,4,87,66
29,4,8,94,63
30,2,9,79,56
31,4,3,81,45
32,4,6,79,50
33,4,8,70,38
34,5,6,67,35
35,1,6,62,38
36,6,4,66,39
37,2,4,68,36
38,5,4,61,22
39,1,1,58,13
40,0,4,57,27
41,3,3,61,18
42,1,3,67,15
43,0,2,57,26
44,3,1,47,14
45,0,2,32,13
46,0,2,52,12
47,2,2,38,9
48,1,2,38,11
49,2,4,37,9
50,1,2,37,9
51,1,2,35,7
52,0,0,29,11
53,0,2,33,8
54,0,3,23,7
55,1,1,34,5
56,2,2,31,7
57,1,2,19,5
58,0,1,21,4
59,1,0,16,3
60,1,NA,NA,NA
