"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,330,230
1,11,2,977,377
2,32,6,728,245
3,11,1,731,197
4,19,0,660,182
5,12,1,646,153
6,5,1,667,143
7,3,1,652,163
8,10,1,642,159
9,6,2,572,139
10,6,0,504,139
11,8,0,447,168
12,1,0,424,140
13,0,0,333,141
14,2,0,303,151
15,1,1,241,132
16,2,0,207,124
17,1,1,195,122
18,0,0,148,142
19,0,0,147,141
20,2,0,137,128
21,1,1,134,116
22,2,0,132,108
23,2,0,118,86
24,0,0,124,100
25,1,1,116,92
26,0,0,98,98
27,1,0,92,70
28,0,0,100,73
29,1,0,99,69
30,2,0,88,60
31,1,0,91,47
32,1,1,90,56
33,0,1,81,41
34,0,0,69,40
35,2,0,76,42
36,2,0,72,43
37,0,0,77,41
38,1,0,69,24
39,0,0,65,13
40,1,0,65,30
41,1,1,73,18
42,0,0,73,17
43,3,0,62,28
44,1,0,55,20
45,0,1,36,13
46,0,1,57,13
47,0,0,41,13
48,0,0,47,14
49,0,0,45,9
50,3,0,43,9
51,0,0,38,8
52,1,0,29,13
53,1,2,36,8
54,0,0,27,9
55,1,0,36,6
56,2,0,35,7
57,0,0,21,6
58,1,0,22,5
59,0,1,20,3
60,0,NA,NA,NA
