"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,5,194,160
2,7,19,554,237
3,10,18,440,165
4,5,13,456,140
5,9,20,427,128
6,2,12,459,97
7,1,6,478,97
8,7,12,464,123
9,2,3,458,116
10,1,8,404,101
11,0,3,354,101
12,2,2,299,121
13,0,2,299,103
14,2,2,246,104
15,2,0,227,108
16,0,1,190,110
17,2,0,171,94
18,0,2,146,96
19,0,0,125,115
20,0,0,99,103
21,0,0,103,100
22,0,0,96,79
23,2,0,90,76
24,3,0,85,66
25,0,0,89,73
26,0,0,83,59
27,0,1,78,73
28,1,0,80,47
29,0,0,77,49
30,1,0,80,49
31,0,0,73,46
32,1,2,72,34
33,0,0,73,37
34,2,1,60,30
35,0,0,63,30
36,0,1,57,30
37,1,0,55,30
38,0,1,53,27
39,0,0,54,16
40,3,0,48,8
41,1,0,52,26
42,0,0,57,16
43,0,0,64,13
44,0,0,54,21
45,0,0,38,13
46,0,0,27,11
47,0,1,52,11
48,1,0,33,6
49,0,0,36,10
50,1,0,33,6
51,0,0,35,7
52,2,1,29,7
53,1,1,26,8
54,1,0,28,7
55,0,0,21,7
56,1,0,30,4
57,0,0,29,6
58,0,0,19,3
59,1,1,16,4
60,1,2,13,3
