"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,4,205,166
2,8,6,589,249
3,5,12,484,168
4,7,6,498,150
5,6,6,481,129
6,10,6,494,104
7,5,3,513,100
8,3,3,512,126
9,7,5,494,123
10,4,1,431,108
11,1,2,384,103
12,4,2,327,127
13,3,1,323,104
14,2,4,274,112
15,5,3,236,119
16,2,4,202,112
17,3,2,175,97
18,1,1,152,98
19,2,5,126,118
20,6,1,110,107
21,3,1,111,103
22,0,4,102,84
23,3,4,93,82
24,4,4,91,66
25,2,0,97,77
26,2,0,87,62
27,1,5,81,75
28,1,3,84,53
29,2,2,80,53
30,1,2,83,53
31,0,1,76,46
32,2,1,78,40
33,1,3,73,39
34,0,2,66,30
35,0,1,63,31
36,0,2,58,30
37,1,0,57,34
38,4,3,54,30
39,1,1,55,17
40,0,2,52,9
41,1,3,53,27
42,2,1,57,17
43,0,1,65,14
44,0,2,57,23
45,0,0,41,13
46,2,1,28,12
47,0,0,52,11
48,2,0,34,7
49,0,0,36,10
50,1,0,34,8
51,0,1,37,7
52,1,0,31,7
53,0,0,28,9
54,3,0,29,7
55,0,0,22,7
56,1,1,31,4
57,0,0,29,6
58,0,0,19,3
59,1,0,18,4
60,0,0,14,3
