"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,11,239,194
1,12,50,663,288
2,24,50,548,199
3,18,45,560,170
4,18,42,547,147
5,16,39,552,125
6,21,24,565,116
7,15,23,562,143
8,12,27,560,140
9,16,35,479,124
10,18,33,419,117
11,15,25,361,144
12,14,17,357,119
13,10,27,293,125
14,5,20,262,132
15,5,19,213,123
16,6,15,188,103
17,3,14,156,112
18,6,12,132,124
19,1,13,122,121
20,5,5,118,110
21,3,5,107,92
22,4,16,106,88
23,4,6,98,73
24,4,10,105,88
25,1,6,91,69
26,1,4,86,81
27,3,0,84,59
28,0,4,80,59
29,5,5,89,57
30,3,1,77,53
31,2,1,78,44
32,4,2,81,43
33,0,3,67,31
34,0,7,65,32
35,0,2,58,36
36,1,1,64,36
37,1,3,61,34
38,3,2,58,19
39,1,1,53,10
40,3,3,55,27
41,1,6,59,17
42,0,1,65,14
43,1,2,57,24
44,0,0,44,13
45,1,2,29,12
46,3,0,52,11
47,0,0,36,8
48,1,0,37,10
49,0,2,35,9
50,1,0,38,7
51,0,0,34,7
52,0,1,29,11
53,0,2,32,8
54,0,2,22,7
55,0,0,33,5
56,2,0,31,6
57,0,0,19,4
58,0,0,20,4
59,0,0,16,3
60,0,NA,NA,NA
