"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,323,228
1,10,3,959,373
2,34,6,718,239
3,16,4,724,197
4,19,1,652,182
5,13,2,643,151
6,6,5,666,142
7,3,0,646,161
8,15,1,641,159
9,5,0,569,139
10,4,1,502,139
11,9,2,448,168
12,1,3,419,139
13,5,1,331,141
14,4,2,301,150
15,1,1,240,132
16,2,1,206,123
17,0,1,195,121
18,1,1,145,141
19,2,2,146,141
20,1,0,137,128
21,0,2,134,116
22,1,2,130,106
23,1,2,118,85
24,0,1,124,100
25,1,1,116,92
26,0,1,98,98
27,1,0,92,70
28,0,0,100,73
29,1,1,99,69
30,1,0,89,60
31,0,1,90,47
32,1,1,90,56
33,0,0,81,41
34,0,0,69,39
35,2,0,76,42
36,3,1,72,43
37,0,2,78,40
38,1,1,67,24
39,1,0,65,13
40,1,1,64,30
41,2,0,72,18
42,1,0,72,17
43,3,2,62,28
44,0,0,53,20
45,2,1,36,13
46,0,0,56,13
47,1,0,41,11
48,0,1,47,13
49,0,0,45,9
50,2,1,43,9
51,0,0,38,8
52,1,0,29,13
53,1,0,35,8
54,0,0,27,9
55,1,1,35,6
56,3,0,35,7
57,0,0,21,5
58,1,0,22,5
59,0,0,20,3
60,1,NA,NA,NA
