"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,267,209
1,7,16,746,321
2,20,8,606,215
3,11,10,644,184
4,13,6,601,157
5,8,6,603,139
6,6,2,630,131
7,8,5,614,156
8,15,7,614,150
9,6,7,542,130
10,11,5,476,127
11,10,1,423,160
12,7,3,393,131
13,4,9,319,132
14,5,3,289,145
15,3,3,230,129
16,3,3,202,116
17,1,2,180,117
18,6,9,141,138
19,2,9,140,133
20,3,5,133,125
21,0,5,124,105
22,3,3,122,100
23,5,4,113,78
24,1,1,115,95
25,3,4,106,83
26,1,5,93,92
27,5,4,87,67
28,3,3,92,70
29,1,2,96,67
30,3,3,84,57
31,1,3,83,45
32,4,6,84,51
33,2,3,76,40
34,2,3,67,37
35,3,1,67,40
36,2,4,69,40
37,1,0,74,37
38,3,5,62,22
39,3,4,60,13
40,2,3,62,28
41,1,2,64,18
42,3,7,67,15
43,4,3,60,26
44,1,1,48,14
45,3,3,33,13
46,2,1,55,12
47,0,3,40,10
48,1,1,42,12
49,4,3,38,9
50,0,2,38,9
51,2,2,35,7
52,1,2,29,11
53,1,3,33,8
54,1,1,23,7
55,3,0,34,6
56,3,1,33,7
57,1,0,19,5
58,0,1,21,4
59,2,0,17,3
60,0,NA,NA,NA
