"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,9,241,194
1,10,17,663,289
2,32,38,553,200
3,18,48,563,170
4,20,42,548,147
5,17,42,556,127
6,21,37,566,117
7,17,35,562,143
8,14,22,563,140
9,14,20,481,126
10,23,19,421,117
11,17,27,362,145
12,16,29,358,119
13,10,24,293,126
14,6,16,265,133
15,3,24,214,123
16,6,19,189,105
17,2,17,156,113
18,6,14,133,125
19,0,12,122,121
20,5,11,118,110
21,4,12,109,92
22,2,5,106,89
23,4,5,98,74
24,4,14,106,88
25,2,5,91,69
26,1,9,86,82
27,3,5,84,59
28,0,3,82,59
29,3,0,89,57
30,3,4,77,53
31,2,5,78,44
32,4,1,80,43
33,0,1,67,31
34,0,2,65,32
35,0,3,58,36
36,1,7,64,36
37,1,2,61,34
38,3,1,58,19
39,1,2,53,10
40,3,2,55,27
41,1,1,59,17
42,0,3,65,14
43,1,5,57,24
44,0,2,44,13
45,1,2,29,12
46,2,0,52,11
47,0,3,36,8
48,2,0,37,10
49,0,0,35,9
50,1,0,38,7
51,0,2,35,7
52,0,0,29,11
53,0,0,32,8
54,0,1,22,7
55,1,1,33,5
56,2,2,31,6
57,0,0,19,4
58,0,0,20,4
59,0,0,16,3
60,0,NA,NA,NA
