"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,4,260,206
1,7,5,732,317
2,22,3,601,215
3,10,11,639,182
4,13,9,596,155
5,9,6,598,139
6,9,11,625,130
7,9,6,606,155
8,21,6,615,149
9,4,17,539,129
10,9,16,470,126
11,10,9,417,160
12,7,6,390,129
13,6,4,316,132
14,5,5,285,145
15,6,3,229,128
16,3,10,198,115
17,4,7,177,117
18,4,4,141,134
19,1,5,139,132
20,2,8,133,125
21,0,5,123,105
22,3,6,118,98
23,8,8,111,78
24,3,6,112,94
25,5,3,101,81
26,5,3,91,92
27,4,7,85,66
28,3,0,91,67
29,1,6,94,65
30,4,6,81,57
31,3,4,81,45
32,5,4,82,50
33,4,7,72,39
34,6,5,68,36
35,2,2,65,39
36,3,4,68,40
37,0,3,70,37
38,4,7,62,22
39,1,2,59,13
40,2,5,58,28
41,4,2,62,18
42,2,5,67,15
43,1,4,58,26
44,2,4,47,14
45,2,1,33,13
46,1,2,54,12
47,1,1,40,9
48,1,1,40,11
49,3,3,37,9
50,1,0,38,9
51,0,1,35,7
52,1,1,29,11
53,1,2,33,8
54,0,0,23,7
55,1,0,34,6
56,3,2,32,7
57,1,2,19,5
58,0,2,21,4
59,1,1,17,3
60,0,NA,NA,NA
