"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,2,202,162
2,4,14,577,245
3,3,10,469,167
4,9,8,487,146
5,5,6,465,129
6,6,10,476,102
7,7,11,500,97
8,7,8,491,126
9,7,2,476,120
10,6,9,419,104
11,6,10,372,103
12,4,4,314,126
13,2,6,310,104
14,7,5,262,110
15,3,5,231,111
16,2,6,197,111
17,0,5,175,96
18,1,1,148,97
19,1,5,124,117
20,1,2,104,103
21,1,4,107,102
22,1,3,99,83
23,1,0,91,81
24,2,3,88,66
25,2,4,92,73
26,1,4,84,61
27,0,3,79,74
28,0,4,81,48
29,1,6,77,50
30,0,4,82,52
31,1,3,73,45
32,2,4,76,37
33,0,0,73,38
34,1,2,63,30
35,0,1,63,30
36,0,2,57,30
37,1,1,55,31
38,0,3,53,27
39,0,3,54,16
40,0,2,51,8
41,0,3,52,26
42,0,0,57,16
43,0,1,65,13
44,0,1,55,21
45,0,0,38,13
46,1,2,27,11
47,0,1,52,11
48,1,0,34,6
49,0,2,36,10
50,0,0,34,6
51,0,0,36,7
52,0,0,30,7
53,1,0,27,8
54,0,1,29,7
55,1,0,21,7
56,0,0,31,4
57,0,0,29,6
58,0,0,19,3
59,0,0,18,4
60,0,0,14,3
