"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,13,11,234,191
2,19,26,655,285
3,18,31,537,197
4,24,36,543,169
5,19,58,538,145
6,21,43,538,123
7,11,39,558,113
8,16,33,551,141
9,18,36,542,139
10,19,28,467,123
11,9,30,412,117
12,15,19,358,139
13,12,16,348,118
14,4,21,288,123
15,9,15,256,130
16,4,12,214,122
17,7,10,183,100
18,4,18,158,109
19,2,7,132,121
20,3,12,120,120
21,3,5,119,107
22,2,5,108,91
23,6,1,102,88
24,4,6,98,75
25,1,7,104,88
26,0,5,91,65
27,2,2,85,80
28,0,4,85,57
29,3,4,80,58
30,3,12,88,56
31,0,3,77,53
32,1,1,78,43
33,1,3,79,43
34,1,3,68,31
35,1,3,64,31
36,0,5,58,35
37,1,5,63,36
38,2,2,60,34
39,1,3,57,19
40,3,0,53,10
41,2,1,55,27
42,0,0,59,17
43,0,0,65,14
44,0,0,57,23
45,1,2,44,13
46,2,0,29,12
47,0,1,52,11
48,1,1,36,7
49,1,2,36,11
50,1,2,35,8
51,1,0,37,7
52,0,0,33,7
53,0,0,29,11
54,0,0,32,8
55,0,0,22,7
56,2,0,33,5
57,0,0,31,6
58,0,0,19,4
59,0,0,20,4
60,0,0,16,3
