"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,7,215,178
2,14,15,618,266
3,7,32,508,180
4,11,29,517,157
5,10,22,507,134
6,8,23,510,112
7,11,14,535,103
8,9,26,526,129
9,7,23,521,130
10,8,15,445,111
11,6,10,393,109
12,4,13,339,131
13,6,11,335,111
14,1,13,280,116
15,5,9,248,123
16,2,8,206,114
17,2,9,178,100
18,0,8,156,104
19,0,3,129,121
20,3,9,115,113
21,3,6,117,104
22,3,4,106,88
23,3,3,96,84
24,2,9,96,68
25,3,1,99,80
26,1,3,89,64
27,2,4,83,77
28,0,4,84,56
29,0,3,81,55
30,2,0,85,56
31,0,0,76,49
32,0,3,79,42
33,1,3,75,40
34,1,1,66,30
35,1,1,63,31
36,0,1,58,32
37,0,0,63,35
38,0,1,61,34
39,1,0,55,19
40,1,0,52,9
41,1,0,54,27
42,0,1,59,17
43,0,0,65,14
44,0,0,57,23
45,0,2,44,13
46,1,0,29,12
47,0,0,52,11
48,1,1,36,7
49,0,0,36,10
50,0,0,35,8
51,1,0,37,7
52,1,0,32,7
53,0,0,29,10
54,0,0,32,8
55,0,1,22,7
56,1,1,33,4
57,1,0,29,6
58,0,0,19,4
59,1,0,19,4
60,0,0,16,3
