"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,356,236
1,10,4,1072,395
2,18,1,766,257
3,9,3,764,208
4,14,2,684,182
5,10,3,657,158
6,6,3,679,146
7,4,0,667,165
8,7,0,653,164
9,2,1,578,142
10,0,1,514,146
11,4,0,450,170
12,2,0,426,142
13,1,1,337,141
14,3,0,305,153
15,2,0,245,132
16,1,0,207,124
17,0,0,196,125
18,1,1,150,145
19,0,1,149,140
20,2,1,139,128
21,0,1,136,118
22,2,1,132,110
23,2,0,118,87
24,1,0,125,100
25,0,2,116,94
26,1,1,99,98
27,1,1,92,70
28,0,0,101,74
29,0,0,101,71
30,0,0,88,60
31,0,0,92,48
32,1,0,92,55
33,0,0,81,41
34,0,0,71,42
35,1,0,76,42
36,2,0,73,43
37,0,2,76,40
38,1,1,69,24
39,0,1,66,13
40,0,1,67,30
41,1,1,74,18
42,0,0,76,18
43,0,0,63,28
44,0,0,55,20
45,0,0,37,13
46,0,0,57,13
47,0,1,41,12
48,0,0,47,14
49,0,0,47,10
50,1,0,43,9
51,0,0,40,8
52,0,1,30,14
53,0,1,35,8
54,0,0,28,9
55,0,0,37,6
56,1,1,35,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
