"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,1,204,165
2,5,5,588,248
3,4,6,483,168
4,6,8,498,150
5,5,6,479,129
6,8,4,492,104
7,5,2,511,100
8,4,5,509,126
9,6,4,492,123
10,4,5,429,108
11,2,4,383,103
12,5,8,325,127
13,3,4,321,104
14,2,4,274,112
15,4,5,236,118
16,3,0,201,112
17,1,2,175,97
18,0,9,152,98
19,2,5,126,117
20,7,4,108,103
21,4,0,110,103
22,1,0,101,84
23,4,7,92,82
24,3,3,91,66
25,3,2,96,76
26,3,2,86,62
27,1,1,81,75
28,1,2,84,53
29,3,3,79,53
30,0,1,83,53
31,0,2,76,46
32,3,2,77,40
33,1,0,73,39
34,1,3,65,30
35,0,1,63,31
36,0,2,58,30
37,1,3,57,34
38,3,2,54,30
39,1,2,55,17
40,0,2,52,9
41,1,0,53,27
42,2,1,57,17
43,0,0,65,13
44,1,1,56,23
45,1,0,40,13
46,2,0,28,11
47,0,1,52,11
48,2,0,34,7
49,0,0,36,10
50,1,0,34,8
51,0,0,37,7
52,2,1,30,7
53,0,0,28,9
54,3,0,29,7
55,0,0,22,7
56,1,0,31,4
57,0,0,29,6
58,0,1,19,3
59,1,2,18,4
60,0,0,14,3
