"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,2,215,178
2,13,27,619,266
3,8,29,506,180
4,10,25,517,157
5,10,25,505,133
6,7,14,510,112
7,11,26,535,103
8,8,24,526,129
9,8,17,520,129
10,9,10,444,111
11,6,14,393,108
12,4,11,339,131
13,4,16,335,109
14,1,9,280,116
15,5,8,248,123
16,2,9,206,114
17,2,8,178,100
18,1,3,155,104
19,0,9,129,121
20,3,6,115,113
21,3,4,117,104
22,3,3,106,88
23,3,9,96,84
24,2,1,96,68
25,2,4,99,80
26,1,5,89,63
27,2,4,83,77
28,0,3,84,56
29,0,0,81,55
30,2,0,85,56
31,0,3,76,49
32,1,3,79,42
33,0,1,75,40
34,1,1,66,30
35,1,1,63,31
36,0,0,58,32
37,0,1,63,35
38,0,0,61,34
39,1,0,55,19
40,1,0,52,9
41,1,1,54,27
42,0,0,59,17
43,0,0,65,14
44,0,2,57,23
45,0,0,44,13
46,1,0,29,12
47,0,1,52,11
48,1,0,36,7
49,0,0,36,10
50,0,0,35,8
51,1,0,37,7
52,1,0,32,7
53,0,0,29,10
54,0,1,32,8
55,0,1,22,7
56,1,0,33,4
57,1,0,29,6
58,0,0,19,4
59,1,0,19,4
60,0,0,16,3
