"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,9,248,198
1,8,26,689,303
2,24,16,573,209
3,13,25,595,179
4,31,19,573,151
5,17,14,578,131
6,17,18,597,124
7,18,23,581,146
8,19,17,588,146
9,14,16,513,128
10,13,23,447,120
11,19,21,386,152
12,19,16,374,123
13,15,10,302,129
14,8,15,273,137
15,7,19,222,128
16,6,10,194,110
17,4,20,163,115
18,13,18,135,130
19,3,22,128,123
20,5,18,125,121
21,2,9,114,98
22,3,9,113,92
23,4,11,99,75
24,8,5,109,91
25,3,7,91,72
26,6,13,89,87
27,3,9,84,59
28,1,9,83,64
29,5,5,92,59
30,2,7,79,53
31,1,5,81,44
32,1,6,79,46
33,0,6,67,34
34,2,6,66,34
35,1,4,59,37
36,2,5,65,37
37,1,2,66,35
38,2,2,61,20
39,2,8,57,11
40,0,3,57,27
41,1,5,60,17
42,1,4,65,14
43,2,1,57,24
44,0,0,45,14
45,1,2,31,12
46,1,0,52,11
47,0,1,36,9
48,3,1,38,11
49,2,2,36,9
50,0,1,37,9
51,0,2,34,7
52,1,0,29,11
53,0,1,32,8
54,0,0,23,7
55,0,1,33,5
56,3,1,31,7
57,0,1,19,4
58,0,1,20,4
59,0,2,16,3
60,0,NA,NA,NA
