"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,6,282,218
1,10,9,811,338
2,31,10,643,226
3,15,8,671,187
4,16,7,627,168
5,11,5,617,145
6,11,10,643,134
7,6,5,629,158
8,13,9,622,152
9,7,7,554,131
10,7,4,487,130
11,10,6,438,166
12,5,5,405,133
13,5,4,328,135
14,2,6,294,147
15,4,5,236,128
16,1,6,203,119
17,0,3,187,119
18,5,1,145,137
19,1,2,145,137
20,1,1,135,125
21,0,1,130,108
22,0,1,127,102
23,3,1,115,80
24,2,0,118,96
25,3,0,110,89
26,1,0,96,96
27,2,0,90,69
28,0,2,96,72
29,3,2,99,68
30,1,3,88,58
31,0,2,87,44
32,2,4,91,55
33,1,0,81,41
34,0,0,67,38
35,3,0,72,41
36,2,1,69,41
37,0,0,76,38
38,2,0,66,23
39,1,2,62,13
40,2,0,62,29
41,0,0,68,18
42,2,2,71,16
43,4,1,62,28
44,0,2,52,18
45,1,0,36,13
46,0,0,55,13
47,0,0,40,10
48,1,0,47,13
49,0,0,44,9
50,2,1,42,9
51,0,2,36,7
52,2,0,29,12
53,1,1,35,9
54,0,1,26,8
55,1,2,35,6
56,2,1,35,7
57,0,1,22,5
58,1,0,23,5
59,1,0,18,3
60,0,NA,NA,NA
