"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,0,205,166
2,7,11,588,249
3,4,8,484,168
4,7,6,498,150
5,6,8,480,129
6,9,2,494,104
7,7,4,511,100
8,3,5,512,126
9,7,1,494,123
10,5,2,429,108
11,1,2,384,103
12,4,1,327,127
13,4,4,322,104
14,2,4,274,112
15,4,5,236,119
16,2,3,202,112
17,2,2,175,97
18,1,5,152,98
19,2,1,126,118
20,7,2,109,104
21,3,5,111,103
22,0,4,102,84
23,4,4,92,82
24,4,0,91,66
25,2,0,97,77
26,2,5,87,62
27,1,3,81,75
28,1,2,84,53
29,3,2,79,53
30,1,1,83,53
31,0,1,76,46
32,2,3,78,40
33,1,2,73,39
34,0,1,66,30
35,0,2,63,31
36,0,0,58,30
37,1,3,57,34
38,4,1,54,30
39,1,2,55,17
40,0,3,52,9
41,1,1,53,27
42,2,1,57,17
43,0,2,65,13
44,0,0,57,23
45,0,1,41,13
46,2,0,28,12
47,0,0,52,11
48,2,0,34,7
49,0,0,36,10
50,1,1,34,8
51,0,0,37,7
52,2,0,30,7
53,0,0,28,9
54,3,0,29,7
55,0,1,22,7
56,1,0,31,4
57,0,0,29,6
58,0,0,19,3
59,1,0,18,4
60,0,0,14,3
