"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,0,196,161
2,7,7,561,240
3,9,9,451,165
4,12,13,465,142
5,10,14,443,128
6,6,11,465,98
7,3,19,493,97
8,7,10,474,124
9,4,8,464,118
10,4,12,408,101
11,3,6,357,101
12,3,9,303,122
13,2,10,303,104
14,8,8,248,106
15,4,3,228,108
16,4,8,191,110
17,1,6,172,95
18,0,7,146,97
19,0,6,124,115
20,3,3,99,103
21,2,3,104,100
22,0,1,96,79
23,1,1,91,76
24,2,5,86,66
25,0,1,89,73
26,0,0,83,60
27,0,2,78,73
28,1,0,80,47
29,0,0,77,49
30,1,1,80,49
31,0,0,73,46
32,2,2,72,34
33,0,0,73,37
34,2,0,61,30
35,0,0,63,30
36,0,0,57,30
37,1,0,55,30
38,0,0,53,27
39,0,0,54,16
40,0,0,51,8
41,1,0,52,26
42,0,0,57,16
43,1,0,64,13
44,1,0,54,21
45,0,0,38,13
46,0,0,27,11
47,0,0,52,11
48,1,1,33,6
49,0,0,36,10
50,1,0,33,6
51,0,0,36,7
52,1,1,29,7
53,0,0,27,8
54,1,0,28,7
55,0,0,21,7
56,1,0,30,4
57,0,0,29,6
58,0,0,19,3
59,2,0,16,4
60,1,0,13,3
