"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,7,220,183
2,17,47,625,272
3,13,30,512,182
4,14,45,520,157
5,17,27,511,136
6,9,23,514,117
7,10,15,541,105
8,5,29,531,130
9,9,22,527,129
10,12,20,447,111
11,5,12,397,110
12,9,13,342,133
13,4,17,337,110
14,3,19,280,119
15,8,10,250,123
16,3,5,208,115
17,3,10,178,98
18,2,10,156,105
19,2,9,129,121
20,3,7,117,115
21,2,6,118,105
22,2,3,107,88
23,3,6,96,85
24,3,1,97,71
25,5,7,99,80
26,1,2,89,65
27,2,3,83,79
28,0,2,84,56
29,0,4,81,55
30,2,1,85,57
31,0,3,76,49
32,0,4,79,44
33,0,2,76,40
34,1,3,67,30
35,1,0,63,31
36,0,0,58,32
37,0,2,63,36
38,0,0,61,34
39,2,1,55,19
40,1,1,52,9
41,1,1,55,27
42,0,0,59,17
43,0,0,65,14
44,0,0,57,23
45,0,0,44,13
46,1,0,29,12
47,0,1,52,11
48,1,0,36,7
49,0,0,36,10
50,0,1,35,8
51,1,0,37,7
52,1,0,32,7
53,0,1,29,11
54,0,0,32,8
55,0,0,22,7
56,1,0,33,4
57,0,0,31,6
58,0,0,19,4
59,1,0,19,4
60,0,1,16,3
