"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,1,196,160
2,9,8,558,239
3,7,13,451,165
4,10,21,463,142
5,9,12,441,128
6,6,9,463,98
7,4,12,490,97
8,6,12,470,124
9,6,11,460,117
10,4,11,408,101
11,3,9,355,101
12,5,8,300,121
13,5,12,299,104
14,5,8,247,104
15,3,8,227,108
16,1,7,191,110
17,1,6,172,94
18,0,4,146,96
19,0,3,124,115
20,1,1,99,103
21,1,6,104,100
22,0,1,96,79
23,1,0,91,76
24,2,2,86,66
25,0,1,89,73
26,0,0,83,59
27,0,1,78,73
28,1,0,80,47
29,0,2,77,49
30,1,0,80,49
31,0,0,73,46
32,2,0,72,34
33,0,0,73,37
34,2,0,61,30
35,0,0,63,30
36,0,0,57,30
37,1,0,55,30
38,0,0,53,27
39,0,0,54,16
40,1,0,50,8
41,1,0,52,26
42,0,0,57,16
43,1,1,64,13
44,0,0,54,21
45,0,1,38,13
46,0,0,27,11
47,0,0,52,11
48,1,0,33,6
49,0,1,36,10
50,1,0,33,6
51,0,0,36,7
52,1,0,29,7
53,0,0,27,8
54,1,0,28,7
55,0,0,21,7
56,1,0,30,4
57,0,0,29,6
58,0,1,19,3
59,2,0,16,4
60,1,0,13,3
