"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,316,228
1,13,2,936,369
2,35,11,701,236
3,20,6,716,195
4,21,9,645,182
5,15,6,641,151
6,6,8,664,142
7,4,2,646,159
8,10,2,639,157
9,4,1,566,135
10,4,2,499,135
11,11,4,445,168
12,3,2,418,137
13,2,2,327,140
14,3,1,300,150
15,2,2,239,132
16,2,2,205,123
17,0,0,195,121
18,0,1,145,140
19,1,1,146,139
20,1,2,136,126
21,0,1,133,116
22,2,1,131,105
23,2,2,118,84
24,0,0,123,99
25,2,1,114,93
26,1,2,98,98
27,1,0,92,70
28,0,1,99,73
29,0,2,99,69
30,1,0,88,59
31,0,1,90,47
32,1,1,90,56
33,0,2,81,41
34,0,0,68,39
35,3,0,75,42
36,2,0,70,43
37,0,1,76,40
38,1,3,67,24
39,0,2,64,13
40,2,0,64,30
41,2,0,72,18
42,0,0,73,17
43,3,0,62,28
44,0,0,53,20
45,1,2,36,13
46,0,0,56,13
47,1,1,41,10
48,0,1,46,13
49,0,1,45,9
50,1,0,43,9
51,0,0,37,8
52,1,1,29,13
53,1,0,35,8
54,0,0,28,9
55,0,1,35,6
56,2,0,35,7
57,0,2,22,5
58,1,1,23,5
59,0,0,19,3
60,0,NA,NA,NA
