"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,3,274,215
1,11,15,790,334
2,28,7,632,224
3,14,12,660,186
4,22,9,620,166
5,15,10,607,143
6,12,6,641,134
7,6,5,627,155
8,11,3,619,153
9,5,6,546,130
10,10,6,484,130
11,11,2,435,165
12,5,3,400,133
13,6,1,328,135
14,1,4,291,146
15,4,1,233,130
16,3,3,203,116
17,1,0,187,118
18,3,3,144,138
19,1,5,145,134
20,2,4,134,125
21,0,2,129,107
22,1,4,125,102
23,4,1,114,80
24,1,1,117,96
25,3,0,109,86
26,2,5,96,95
27,2,0,90,69
28,0,2,95,73
29,2,3,99,68
30,2,0,86,58
31,2,0,86,44
32,2,2,89,54
33,2,2,80,41
34,1,3,67,38
35,2,1,69,41
36,2,1,68,41
37,2,0,76,38
38,1,0,66,23
39,1,0,61,13
40,2,1,62,29
41,0,3,65,18
42,5,0,69,15
43,4,1,62,28
44,0,1,52,18
45,1,4,36,13
46,0,2,55,13
47,0,1,40,10
48,0,0,45,13
49,2,0,42,9
50,4,1,41,9
51,0,2,35,7
52,2,0,29,11
53,1,0,35,9
54,0,0,25,8
55,2,2,35,6
56,2,0,35,7
57,0,0,22,5
58,1,0,22,4
59,2,1,17,3
60,0,NA,NA,NA
