"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,1,206,169
2,13,14,594,253
3,9,15,487,171
4,8,10,503,153
5,4,13,488,130
6,4,9,500,105
7,7,3,522,102
8,3,6,515,126
9,7,10,501,124
10,2,4,438,109
11,1,6,386,104
12,2,3,334,127
13,1,7,327,105
14,0,4,278,113
15,1,3,243,122
16,1,3,204,113
17,0,2,178,97
18,0,5,153,101
19,0,3,129,118
20,3,4,113,108
21,2,3,113,103
22,1,0,103,86
23,2,1,94,83
24,3,1,94,67
25,0,0,99,78
26,0,0,89,62
27,2,0,82,76
28,0,0,84,54
29,0,0,81,53
30,0,2,85,55
31,0,2,76,48
32,0,2,79,40
33,0,0,75,40
34,1,0,66,30
35,0,0,63,31
36,1,0,58,30
37,5,0,58,34
38,2,0,58,32
39,1,1,55,19
40,0,0,52,9
41,1,0,54,27
42,0,0,59,17
43,0,3,65,14
44,0,1,56,23
45,1,1,42,13
46,1,0,29,12
47,0,0,52,11
48,1,0,35,7
49,0,1,36,10
50,0,0,35,8
51,0,0,37,7
52,0,0,32,7
53,0,1,28,9
54,1,0,30,8
55,0,0,22,7
56,2,3,32,4
57,0,1,29,6
58,0,1,19,3
59,0,1,19,4
60,0,0,14,3
