"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,6,199,162
2,9,16,568,244
3,6,9,461,166
4,10,11,478,145
5,2,13,459,128
6,2,10,472,100
7,4,12,498,97
8,6,8,486,124
9,7,6,471,120
10,7,11,414,102
11,7,6,364,101
12,4,9,310,125
13,2,5,307,104
14,5,3,259,106
15,1,4,231,109
16,2,6,195,111
17,1,4,174,96
18,0,5,147,97
19,0,6,124,117
20,3,9,103,103
21,0,5,105,101
22,1,5,98,81
23,1,7,91,78
24,2,2,87,66
25,2,5,89,74
26,0,2,83,60
27,1,4,78,74
28,1,1,80,48
29,0,4,77,49
30,1,5,81,50
31,0,3,73,46
32,2,3,74,35
33,0,0,73,37
34,1,1,63,30
35,0,1,63,30
36,0,1,57,30
37,0,2,55,30
38,0,1,53,27
39,0,0,54,16
40,0,2,51,8
41,0,0,53,26
42,0,0,57,16
43,1,0,64,13
44,1,0,54,21
45,0,1,38,13
46,1,0,27,11
47,0,0,52,11
48,1,0,34,6
49,0,0,36,10
50,0,0,34,6
51,0,0,36,7
52,0,0,30,7
53,1,0,27,8
54,0,0,29,7
55,1,0,21,7
56,0,0,31,4
57,0,0,29,6
58,0,0,19,3
59,0,0,18,4
60,1,0,13,3
