"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,0,326,229
1,10,4,944,371
2,32,6,708,239
3,20,2,720,195
4,20,10,648,182
5,14,3,642,151
6,5,3,665,142
7,3,3,646,160
8,11,3,640,158
9,5,7,567,136
10,5,3,500,138
11,10,2,446,167
12,3,4,419,137
13,1,3,329,141
14,5,1,301,150
15,1,1,240,132
16,2,1,206,123
17,0,0,194,121
18,0,1,145,141
19,2,1,147,140
20,1,0,136,127
21,1,1,134,116
22,1,1,130,106
23,1,0,118,84
24,0,0,124,100
25,1,0,115,92
26,1,1,98,98
27,1,2,92,70
28,0,1,99,73
29,2,0,99,69
30,1,2,89,59
31,0,0,90,47
32,1,1,90,55
33,0,2,81,41
34,0,0,68,39
35,3,1,76,42
36,3,0,71,43
37,1,0,76,40
38,2,1,67,24
39,0,0,65,13
40,1,1,64,30
41,2,0,72,18
42,1,0,73,18
43,3,0,62,28
44,0,0,53,20
45,2,2,36,13
46,0,1,56,13
47,1,0,41,10
48,0,0,46,13
49,1,0,45,9
50,2,0,43,9
51,0,0,38,8
52,1,1,29,13
53,1,0,35,8
54,0,1,28,9
55,0,1,35,6
56,2,0,35,7
57,0,0,21,5
58,1,0,22,5
59,0,1,19,3
60,0,NA,NA,NA
