"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,3,305,221
1,10,22,867,353
2,35,18,665,231
3,19,12,685,191
4,19,8,633,176
5,13,6,628,149
6,9,6,651,138
7,2,7,639,159
8,13,7,633,154
9,4,6,559,133
10,6,3,494,133
11,11,2,441,167
12,3,6,412,136
13,3,3,328,138
14,2,4,297,150
15,1,2,236,129
16,3,2,203,121
17,0,0,191,120
18,1,2,145,139
19,1,2,147,138
20,0,0,135,125
21,1,5,134,113
22,0,2,129,103
23,1,3,116,82
24,2,1,119,98
25,2,2,113,91
26,0,2,97,98
27,3,2,91,70
28,0,2,98,73
29,1,0,99,69
30,1,2,88,59
31,0,1,88,46
32,2,0,91,55
33,0,5,81,41
34,0,0,67,39
35,3,1,72,42
36,3,0,70,42
37,0,1,75,39
38,2,0,67,24
39,0,0,63,13
40,1,1,62,29
41,1,1,70,18
42,3,0,73,17
43,3,0,62,28
44,0,0,53,19
45,1,0,36,13
46,0,0,56,13
47,0,0,41,10
48,0,0,46,13
49,0,1,45,9
50,1,0,43,9
51,0,0,38,7
52,1,0,29,13
53,1,0,35,8
54,0,0,27,8
55,0,1,35,6
56,2,0,35,7
57,0,0,22,5
58,1,0,22,5
59,0,0,19,3
60,0,NA,NA,NA
