"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,264,207
1,8,10,743,321
2,19,10,604,215
3,12,6,644,184
4,12,2,601,157
5,8,6,602,139
6,6,7,630,131
7,8,8,612,156
8,16,5,615,150
9,7,2,542,130
10,10,4,474,127
11,12,8,420,160
12,8,4,393,131
13,3,5,319,132
14,5,3,289,145
15,2,2,229,129
16,4,10,201,116
17,2,10,179,117
18,5,7,142,137
19,2,7,140,132
20,2,3,133,125
21,0,4,124,105
22,2,2,121,99
23,6,3,112,78
24,2,6,115,95
25,3,4,105,81
26,3,5,93,92
27,2,5,87,66
28,2,5,92,68
29,0,4,96,67
30,2,7,81,57
31,4,3,83,45
32,3,3,84,51
33,2,1,73,40
34,5,6,68,36
35,3,1,66,40
36,3,5,68,40
37,0,5,74,37
38,3,3,62,22
39,2,3,59,13
40,2,7,61,28
41,2,3,64,18
42,3,1,67,15
43,4,3,60,26
44,0,2,47,14
45,4,3,33,13
46,2,2,55,12
47,0,3,40,9
48,1,2,42,11
49,4,4,38,9
50,0,2,38,9
51,1,3,35,7
52,1,1,29,11
53,1,1,33,8
54,1,1,23,7
55,3,0,34,6
56,3,1,33,7
57,1,0,19,5
58,0,1,21,4
59,2,0,17,3
60,0,NA,NA,NA
