"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,357,238
1,8,3,1080,397
2,20,3,774,258
3,7,1,771,211
4,12,2,690,182
5,5,2,661,159
6,7,1,683,148
7,4,1,667,165
8,6,1,653,164
9,2,1,578,142
10,1,0,514,146
11,5,1,454,171
12,1,0,426,143
13,2,1,339,141
14,1,1,306,154
15,0,0,245,132
16,1,0,208,124
17,0,1,196,126
18,1,0,150,145
19,0,0,150,140
20,1,0,139,128
21,0,0,136,118
22,2,0,132,110
23,2,0,119,87
24,0,0,125,100
25,0,0,116,94
26,1,0,99,98
27,2,0,93,71
28,0,0,101,74
29,0,1,101,71
30,0,1,88,60
31,0,1,93,48
32,0,1,91,55
33,0,1,81,41
34,0,0,71,42
35,1,0,78,42
36,2,0,73,43
37,0,0,77,42
38,0,1,69,24
39,0,0,66,13
40,0,0,67,30
41,1,0,74,18
42,0,0,76,17
43,0,0,63,28
44,1,0,55,20
45,0,0,37,13
46,0,0,57,13
47,0,0,41,12
48,0,1,47,14
49,0,1,48,10
50,0,0,43,9
51,0,1,39,8
52,0,1,30,13
53,0,0,35,8
54,0,0,28,9
55,0,0,37,6
56,1,0,35,7
57,0,0,23,6
58,0,1,22,5
59,0,0,20,3
60,0,NA,NA,NA
