"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,0,379,255
1,10,11,1166,426
2,19,8,843,273
3,19,3,828,221
4,18,3,719,192
5,5,4,689,172
6,7,0,693,151
7,3,5,682,177
8,5,5,658,173
9,2,2,584,145
10,0,1,523,152
11,2,2,459,173
12,2,0,434,145
13,3,0,342,144
14,1,1,306,157
15,3,2,249,133
16,0,0,212,126
17,0,1,201,127
18,1,0,152,148
19,0,1,149,141
20,4,1,140,129
21,1,0,137,117
22,2,0,135,111
23,1,0,120,87
24,1,0,126,101
25,1,0,118,96
26,0,0,101,98
27,2,0,94,71
28,0,0,102,75
29,0,0,102,71
30,0,0,89,60
31,0,0,96,50
32,0,0,91,55
33,0,0,80,41
34,0,0,72,43
35,0,0,80,42
36,1,0,74,44
37,0,0,78,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,75,18
42,1,0,76,17
43,0,0,66,28
44,0,0,56,20
45,1,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,1,36,9
54,1,0,29,9
55,0,1,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
