"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,4,306,220
1,10,21,861,351
2,32,12,662,231
3,22,9,683,190
4,17,8,632,176
5,12,8,628,148
6,9,7,651,138
7,2,6,638,159
8,13,6,630,154
9,7,3,558,133
10,7,3,493,134
11,11,5,441,167
12,3,3,409,136
13,6,4,328,137
14,2,2,297,150
15,1,2,236,129
16,3,0,202,121
17,0,2,192,120
18,1,2,145,139
19,1,0,146,138
20,0,5,135,125
21,1,2,134,113
22,0,3,129,103
23,1,1,116,82
24,2,2,119,98
25,2,2,114,91
26,0,2,96,98
27,3,2,91,70
28,0,0,98,72
29,1,3,99,69
30,1,1,88,59
31,0,0,88,46
32,2,5,92,57
33,0,0,81,41
34,0,1,67,39
35,3,0,73,42
36,3,1,70,42
37,0,0,74,38
38,2,0,67,24
39,0,1,63,13
40,1,1,62,29
41,2,0,70,18
42,2,0,73,16
43,3,0,62,28
44,0,0,52,19
45,2,0,36,13
46,0,0,56,13
47,0,0,41,10
48,0,1,46,13
49,0,0,45,9
50,1,0,43,9
51,0,0,38,7
52,1,0,29,13
53,1,0,35,8
54,0,1,28,8
55,0,0,35,6
56,2,0,35,7
57,0,0,22,5
58,1,0,22,5
59,0,0,19,3
60,0,NA,NA,NA
