"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,373,248
1,8,5,1147,422
2,26,5,835,272
3,14,2,823,221
4,10,1,713,190
5,11,1,682,172
6,10,2,690,149
7,4,0,679,172
8,5,2,656,173
9,2,1,585,145
10,0,2,523,151
11,2,1,459,172
12,1,1,432,145
13,4,0,343,145
14,1,2,306,155
15,2,2,247,133
16,0,1,210,126
17,1,0,201,127
18,0,0,153,148
19,0,2,149,141
20,1,0,140,129
21,1,1,138,117
22,1,0,135,111
23,1,0,119,87
24,2,0,126,102
25,0,0,118,95
26,0,0,100,98
27,2,0,94,71
28,0,0,102,75
29,0,0,102,71
30,0,0,89,60
31,0,0,96,50
32,0,0,91,54
33,0,1,80,41
34,0,0,72,43
35,0,0,78,42
36,1,0,74,44
37,0,0,78,42
38,0,1,70,24
39,0,0,66,13
40,0,1,68,30
41,0,0,75,18
42,1,0,76,18
43,0,0,66,28
44,0,1,56,20
45,0,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,35,9
54,1,0,29,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
