"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,3,206,167
2,9,9,592,250
3,6,10,487,169
4,7,4,501,153
5,2,10,487,130
6,5,4,498,105
7,8,9,517,101
8,2,9,515,126
9,6,5,498,123
10,3,5,435,108
11,2,4,385,104
12,3,8,331,127
13,0,4,327,104
14,0,3,278,112
15,1,4,241,121
16,0,1,204,113
17,1,1,177,97
18,1,2,153,99
19,2,1,127,118
20,3,0,113,108
21,1,1,113,103
22,2,0,102,86
23,2,3,94,83
24,5,2,91,67
25,1,3,98,78
26,0,2,89,62
27,3,0,81,76
28,0,0,84,54
29,0,0,81,53
30,2,1,83,55
31,0,0,76,47
32,0,2,79,40
33,1,2,74,39
34,0,0,66,30
35,0,0,63,31
36,0,3,58,30
37,3,3,58,34
38,4,1,56,31
39,1,1,55,19
40,0,0,52,9
41,1,1,54,27
42,0,0,59,17
43,0,1,65,14
44,0,0,56,23
45,2,1,41,13
46,1,0,29,12
47,0,1,52,11
48,1,0,35,7
49,0,0,36,10
50,0,3,35,8
51,0,1,37,7
52,1,1,31,7
53,0,2,28,9
54,1,0,30,8
55,0,1,22,7
56,2,0,32,4
57,0,0,29,6
58,0,0,19,3
59,0,0,19,4
60,0,1,14,3
