"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,0,314,224
1,6,6,905,361
2,40,11,688,234
3,15,12,700,194
4,21,5,639,180
5,14,8,636,150
6,11,10,652,138
7,6,4,643,159
8,12,4,634,155
9,4,3,561,135
10,7,2,495,134
11,12,2,442,167
12,3,6,415,137
13,3,4,329,139
14,3,2,297,150
15,4,2,237,131
16,1,2,202,121
17,4,3,193,120
18,0,4,146,139
19,1,2,147,138
20,0,0,136,125
21,0,1,134,113
22,1,3,130,104
23,1,1,118,84
24,0,3,121,99
25,2,2,113,93
26,1,1,98,98
27,1,0,91,70
28,0,1,98,73
29,1,0,99,69
30,1,0,88,59
31,0,5,89,46
32,1,0,90,55
33,0,1,81,41
34,0,1,68,39
35,3,1,74,42
36,3,2,71,43
37,0,2,76,39
38,1,1,67,24
39,0,0,63,13
40,3,1,63,29
41,0,1,72,18
42,0,0,74,17
43,3,2,62,28
44,0,0,53,19
45,1,0,36,13
46,0,0,56,13
47,0,0,41,10
48,0,0,46,13
49,0,0,45,9
50,1,1,43,9
51,0,1,39,7
52,2,0,29,13
53,1,0,35,8
54,0,0,27,9
55,0,0,35,6
56,2,0,35,7
57,0,0,22,5
58,1,0,22,5
59,0,0,19,3
60,0,NA,NA,NA
