"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4,207,170
2,11,15,597,253
3,9,8,487,171
4,12,20,504,153
5,3,11,491,132
6,4,14,500,106
7,5,13,525,102
8,3,10,515,126
9,8,9,504,124
10,4,9,438,109
11,0,2,387,104
12,3,5,334,128
13,1,7,328,105
14,0,3,278,113
15,1,5,243,122
16,1,2,204,114
17,0,7,178,98
18,1,3,153,102
19,0,3,129,118
20,2,1,114,108
21,3,2,113,104
22,3,3,103,86
23,3,2,94,83
24,3,3,94,67
25,0,2,99,78
26,0,0,89,62
27,2,1,82,76
28,0,1,84,54
29,0,0,81,53
30,0,0,85,55
31,0,0,76,48
32,1,0,79,40
33,0,0,75,40
34,1,1,66,30
35,0,2,63,31
36,0,2,58,31
37,3,0,60,34
38,0,0,60,32
39,1,0,55,19
40,0,0,52,9
41,1,0,54,27
42,0,0,59,17
43,0,1,65,14
44,0,0,56,23
45,1,0,42,13
46,1,0,29,12
47,0,3,52,11
48,1,1,35,7
49,0,1,36,10
50,0,0,35,8
51,0,0,37,7
52,0,0,32,7
53,0,1,28,9
54,0,0,32,8
55,0,0,22,7
56,2,0,32,4
57,0,1,29,6
58,0,0,19,3
59,0,0,19,4
60,0,2,14,3
