"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,2,361,239
1,9,2,1078,400
2,25,8,792,261
3,7,4,778,211
4,13,1,693,182
5,7,4,667,163
6,7,0,682,148
7,3,1,670,166
8,5,1,654,166
9,3,1,578,143
10,2,1,517,148
11,1,1,453,169
12,0,2,428,144
13,2,0,339,142
14,1,0,306,154
15,0,1,245,132
16,2,0,207,124
17,0,1,200,126
18,0,1,150,145
19,0,0,150,140
20,1,2,139,128
21,0,0,137,117
22,1,1,132,110
23,3,0,119,87
24,0,0,126,101
25,0,0,117,94
26,0,0,100,98
27,1,0,93,71
28,0,0,101,74
29,0,1,102,71
30,0,0,88,60
31,1,0,94,49
32,0,0,91,54
33,0,0,81,41
34,0,0,71,42
35,1,0,77,42
36,2,0,73,43
37,0,0,77,42
38,0,1,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,74,18
42,1,0,76,18
43,0,1,64,28
44,0,0,55,20
45,0,0,38,13
46,0,0,57,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,30,13
53,0,0,35,10
54,1,0,28,9
55,0,0,37,6
56,1,1,35,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
