"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,373,243
1,9,7,1120,416
2,30,2,821,268
3,15,6,802,220
4,19,3,702,187
5,12,3,677,171
6,7,3,687,149
7,3,2,673,169
8,6,0,655,172
9,1,4,582,143
10,4,3,519,150
11,6,0,456,170
12,2,1,430,145
13,4,0,340,143
14,1,0,306,155
15,3,0,246,132
16,2,0,209,125
17,2,1,199,127
18,0,0,152,147
19,0,1,150,140
20,1,1,140,128
21,0,0,137,117
22,1,1,134,110
23,1,0,119,88
24,0,1,126,102
25,0,0,117,94
26,0,3,100,98
27,2,0,93,71
28,0,0,101,74
29,0,1,102,71
30,0,0,89,60
31,0,1,95,50
32,0,0,91,54
33,0,0,81,41
34,0,0,72,43
35,0,0,77,42
36,2,0,73,44
37,1,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,74,18
42,1,0,76,18
43,0,0,66,28
44,0,0,56,20
45,0,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,35,9
54,1,0,28,9
55,0,0,37,6
56,1,0,35,7
57,1,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
