"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,6,317,227
1,13,7,929,367
2,37,8,700,234
3,20,3,713,194
4,20,2,645,182
5,13,2,641,151
6,6,4,660,142
7,4,4,644,159
8,12,3,639,157
9,4,3,566,135
10,5,1,498,135
11,12,3,446,169
12,3,2,417,137
13,2,2,328,139
14,2,1,300,150
15,2,1,239,132
16,2,4,205,123
17,1,1,193,121
18,0,1,145,140
19,0,2,147,139
20,1,0,136,126
21,0,1,133,116
22,2,2,131,105
23,2,1,118,84
24,0,1,123,100
25,2,1,114,92
26,0,0,98,98
27,1,1,91,70
28,1,2,99,73
29,0,2,100,69
30,1,0,88,59
31,0,0,90,47
32,1,0,91,56
33,0,1,81,41
34,0,4,68,39
35,2,2,73,42
36,2,0,70,43
37,0,0,76,39
38,1,0,67,24
39,0,0,64,13
40,2,0,64,30
41,2,3,72,18
42,0,0,73,18
43,3,1,62,28
44,0,1,53,19
45,1,1,36,13
46,0,0,56,13
47,0,1,41,10
48,0,1,46,13
49,0,0,45,9
50,1,1,43,9
51,0,1,38,7
52,1,0,29,13
53,1,2,35,8
54,0,1,29,9
55,0,0,35,6
56,2,0,35,7
57,0,0,22,5
58,1,0,22,5
59,0,0,19,3
60,0,NA,NA,NA
