"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,350,236
1,9,7,1065,394
2,27,5,760,255
3,13,1,759,208
4,16,3,683,182
5,9,1,657,158
6,5,3,679,146
7,3,2,666,165
8,5,2,653,163
9,2,0,577,142
10,0,0,513,146
11,3,0,452,171
12,2,1,426,142
13,1,2,337,140
14,2,1,305,153
15,2,2,245,132
16,0,2,208,124
17,0,0,195,125
18,1,0,150,145
19,0,2,148,140
20,2,1,139,128
21,0,1,136,118
22,2,0,132,109
23,3,0,118,87
24,1,0,125,101
25,0,0,116,93
26,1,1,99,98
27,1,0,92,70
28,0,0,101,74
29,0,0,101,71
30,0,0,88,60
31,0,2,92,48
32,1,1,92,56
33,0,1,81,41
34,0,1,71,42
35,1,1,77,42
36,2,0,73,43
37,0,1,76,40
38,1,0,69,24
39,0,0,66,13
40,0,0,67,30
41,0,1,74,18
42,0,0,76,17
43,0,0,63,28
44,0,0,55,20
45,0,0,37,13
46,0,1,57,14
47,0,2,41,12
48,0,0,47,14
49,0,0,47,10
50,1,1,43,9
51,0,0,39,8
52,0,0,30,13
53,0,0,35,8
54,0,0,28,9
55,0,0,37,6
56,1,0,35,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
