"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,15,17,234,191
2,19,37,657,287
3,21,38,538,197
4,22,37,549,169
5,17,34,542,145
6,20,51,542,125
7,14,40,558,114
8,18,37,552,141
9,19,31,544,139
10,20,35,469,124
11,12,26,412,117
12,15,24,358,139
13,12,18,348,119
14,3,17,289,123
15,6,20,259,132
16,5,15,214,122
17,6,12,184,101
18,4,9,158,109
19,2,17,132,121
20,3,7,120,120
21,3,12,119,107
22,3,5,108,91
23,6,5,102,87
24,5,1,98,76
25,1,5,104,88
26,1,6,91,66
27,2,4,85,80
28,0,1,85,57
29,3,4,80,58
30,2,4,89,56
31,0,11,77,53
32,1,4,78,43
33,1,1,79,43
34,1,3,68,31
35,1,3,64,32
36,0,1,58,36
37,1,4,63,37
38,2,5,60,34
39,1,1,57,19
40,3,3,53,10
41,2,0,55,27
42,0,1,59,17
43,0,0,65,14
44,0,0,57,23
45,1,0,44,13
46,2,2,29,12
47,0,0,52,11
48,1,1,36,7
49,1,1,36,11
50,1,2,35,8
51,0,2,38,7
52,0,0,33,7
53,0,0,29,11
54,0,0,32,8
55,0,0,22,7
56,2,0,33,5
57,0,0,31,6
58,0,0,19,4
59,0,0,20,4
60,0,0,16,3
