"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3540,241
2,36,7850,652
3,74,9066,899
4,150,8825,1031
5,164,7743,1148
6,160,6422,1023
7,126,5202,892
8,79,4489,797
9,64,3584,667
10,86,2911,560
11,69,2475,477
12,44,2001,390
13,48,1562,363
14,55,1361,285
15,36,1274,235
16,23,987,198
17,37,805,185
18,32,719,135
19,30,624,137
20,25,501,103
21,24,447,99
22,13,455,97
23,15,398,68
24,18,343,69
25,9,272,67
26,15,249,43
27,14,237,38
28,9,243,45
29,10,199,31
30,7,182,27
31,8,150,29
32,7,144,23
33,6,116,25
34,4,120,25
35,7,102,23
36,8,110,19
37,5,105,11
38,10,82,11
39,8,58,15
40,2,80,11
41,8,50,10
42,6,62,5
43,3,58,7
44,2,65,5
45,4,48,6
46,6,46,4
47,0,39,14
48,7,31,8
49,1,37,5
50,4,39,4
51,2,34,1
52,7,16,0
53,4,27,4
54,2,27,2
55,4,20,4
56,4,19,2
57,1,18,1
58,2,19,2
59,1,16,1
60,0,12,1
