"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,13,1,222
2,50,2780,581
3,66,6202,835
4,46,7675,989
5,43,7833,1086
6,45,6940,963
7,34,5769,841
8,35,4687,752
9,28,4074,619
10,35,3242,513
11,26,2653,441
12,15,2226,367
13,30,1836,339
14,23,1411,261
15,25,1208,221
16,19,1122,172
17,15,856,169
18,11,705,123
19,9,624,130
20,17,550,93
21,10,448,86
22,8,389,87
23,13,379,62
24,8,343,63
25,4,280,61
26,12,232,39
27,7,211,33
28,3,202,41
29,7,207,27
30,7,165,23
31,8,160,24
32,2,137,20
33,2,121,23
34,5,105,22
35,6,100,19
36,5,88,16
37,5,86,8
38,6,81,9
39,0,68,11
40,5,49,11
41,3,67,7
42,3,40,4
43,2,53,5
44,3,46,6
45,3,51,6
46,3,40,3
47,2,40,12
48,4,36,4
49,2,26,3
50,3,31,4
51,7,31,1
52,8,28,0
53,4,13,3
54,3,23,2
55,2,25,3
56,3,20,1
57,2,18,1
58,1,14,2
59,2,15,1
60,0,14,1
NA,NA,9,NA
