"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,2308,189
2,113,5179,484
3,169,6400,689
4,106,6559,790
5,88,5835,862
6,113,4937,777
7,89,3932,695
8,60,3426,592
9,68,2662,491
10,59,2206,427
11,42,1809,343
12,29,1512,290
13,36,1139,272
14,23,973,208
15,24,881,171
16,23,684,129
17,18,560,135
18,10,514,100
19,9,445,99
20,12,355,78
21,20,282,62
22,13,300,67
23,7,274,46
24,7,226,48
25,5,173,41
26,4,150,33
27,10,161,26
28,4,165,33
29,8,122,21
30,4,125,18
31,6,92,19
32,1,90,14
33,4,90,19
34,1,75,18
35,3,71,14
36,3,62,13
37,1,63,6
38,2,48,6
39,1,39,8
40,1,56,10
41,1,39,6
42,2,41,2
43,0,34,3
44,3,42,5
45,4,36,6
46,0,34,3
47,1,25,9
48,0,20,2
49,2,29,2
50,0,22,3
51,1,23,1
52,0,10,0
53,0,15,3
54,2,22,2
55,1,14,2
56,1,13,1
57,2,10,1
58,0,12,1
59,1,12,1
60,1,7,1
