"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,0,3820,264
2,19,8530,685
3,29,9776,941
4,33,9516,1074
5,19,8331,1191
6,16,6894,1069
7,17,5550,923
8,17,4828,834
9,16,3892,703
10,16,3145,586
11,17,2675,510
12,17,2183,407
13,8,1707,382
14,12,1517,310
15,8,1428,258
16,5,1126,211
17,7,920,196
18,9,822,142
19,8,722,145
20,7,604,114
21,8,531,107
22,13,513,103
23,14,458,77
24,9,390,78
25,5,324,72
26,5,290,47
27,2,271,45
28,5,278,47
29,4,238,32
30,7,205,28
31,4,173,30
32,10,170,28
33,7,143,27
34,6,137,31
35,4,125,23
36,5,126,18
37,7,131,14
38,6,87,13
39,10,74,15
40,0,86,13
41,2,66,10
42,3,71,6
43,6,67,9
44,7,70,7
45,9,64,10
46,15,50,4
47,5,48,13
48,8,33,8
49,11,43,7
50,6,43,4
51,16,45,1
52,8,24,0
53,11,29,4
54,8,33,3
55,3,25,6
56,8,23,2
57,15,22,2
58,9,22,3
59,5,24,2
60,9,14,1
