"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,4211,284
2,28,9452,726
3,35,10720,981
4,34,10297,1116
5,31,8948,1229
6,26,7398,1099
7,34,5980,959
8,19,5249,864
9,19,4202,738
10,10,3416,621
11,17,2927,533
12,13,2406,435
13,9,1892,412
14,13,1667,341
15,14,1609,271
16,8,1286,229
17,9,1044,208
18,12,920,152
19,11,843,162
20,9,700,122
21,7,623,110
22,7,581,112
23,5,532,87
24,1,443,81
25,3,390,82
26,0,356,52
27,5,313,50
28,2,312,56
29,2,276,34
30,3,244,34
31,2,206,32
32,4,215,31
33,3,175,33
34,0,167,35
35,3,148,25
36,5,155,20
37,2,156,14
38,0,111,15
39,2,86,15
40,1,99,14
41,1,74,10
42,1,83,8
43,1,79,12
44,2,84,7
45,1,78,11
46,0,57,5
47,1,50,13
48,1,44,8
49,1,59,7
50,2,49,4
51,2,50,1
52,1,28,0
53,4,39,4
54,4,38,3
55,2,32,6
56,5,27,3
57,3,27,2
58,4,29,4
59,2,24,2
60,2,20,2
