"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,2585,213
2,124,5812,553
3,156,7224,799
4,148,7380,932
5,162,6552,1026
6,91,5492,905
7,94,4417,794
8,117,3822,711
9,81,3032,587
10,65,2500,490
11,59,2065,409
12,64,1697,341
13,33,1317,318
14,29,1127,240
15,44,1044,198
16,35,782,158
17,32,634,153
18,38,591,116
19,32,495,122
20,17,406,90
21,12,356,77
22,16,346,77
23,13,308,60
24,10,260,58
25,18,199,53
26,20,177,37
27,8,182,30
28,6,185,38
29,12,139,27
30,8,141,21
31,6,109,24
32,8,107,18
33,7,94,23
34,10,91,21
35,3,77,16
36,6,71,17
37,4,73,8
38,11,56,7
39,3,40,10
40,11,64,10
41,3,42,7
42,2,44,4
43,5,40,4
44,4,48,6
45,2,38,6
46,6,37,3
47,5,30,10
48,2,22,2
49,2,31,2
50,4,27,3
51,1,27,1
52,1,14,0
53,3,19,3
54,1,25,2
55,2,17,2
56,4,14,1
57,3,12,1
58,2,14,1
59,1,14,1
60,2,9,1
