"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,4689,322
2,28,10570,808
3,45,11941,1050
4,61,11400,1182
5,41,9892,1293
6,27,8135,1148
7,26,6608,1011
8,30,5856,919
9,16,4688,782
10,12,3820,669
11,29,3305,581
12,9,2716,470
13,13,2206,437
14,22,1950,362
15,19,1895,298
16,12,1537,251
17,13,1244,226
18,9,1086,171
19,4,1009,178
20,8,842,141
21,12,724,129
22,10,695,120
23,10,620,101
24,7,507,91
25,8,474,91
26,4,439,63
27,3,380,58
28,4,372,65
29,1,335,37
30,3,287,37
31,2,237,39
32,5,258,36
33,1,223,37
34,1,196,41
35,8,189,27
36,4,192,24
37,4,186,16
38,2,137,17
39,3,104,18
40,3,125,19
41,1,91,11
42,1,101,11
43,5,100,13
44,3,102,8
45,4,91,12
46,3,70,8
47,5,58,13
48,1,54,9
49,2,67,7
50,0,59,4
51,7,60,2
52,1,41,0
53,3,49,5
54,1,48,4
55,1,42,7
56,3,36,5
57,3,32,3
58,4,32,6
59,4,31,3
60,4,26,3
