"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,41,3506,237
2,174,7760,647
3,190,8957,897
4,139,8756,1030
5,98,7687,1140
6,123,6377,1017
7,106,5166,891
8,78,4461,796
9,75,3557,663
10,87,2885,558
11,61,2444,474
12,30,1993,387
13,46,1553,362
14,39,1349,283
15,35,1262,234
16,32,969,198
17,38,793,185
18,20,714,135
19,19,614,137
20,21,499,102
21,11,439,97
22,17,450,97
23,17,390,67
24,12,337,68
25,12,272,67
26,8,250,43
27,12,235,36
28,10,236,44
29,12,197,31
30,4,180,27
31,8,151,29
32,6,147,23
33,4,113,25
34,11,121,25
35,9,99,23
36,2,105,17
37,8,103,11
38,7,82,11
39,4,58,14
40,4,78,11
41,5,48,10
42,6,62,5
43,2,56,7
44,7,64,6
45,3,48,6
46,3,45,4
47,3,40,14
48,7,29,8
49,6,36,5
50,2,36,4
51,5,34,1
52,4,16,0
53,1,28,4
54,2,27,2
55,1,21,4
56,0,19,2
57,3,17,1
58,1,20,2
59,3,18,1
60,3,12,1
