"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,14,3635,250
2,75,8103,665
3,94,9308,914
4,139,9057,1044
5,119,7911,1160
6,131,6551,1044
7,116,5302,896
8,106,4590,808
9,62,3653,678
10,75,2983,567
11,68,2522,492
12,60,2051,393
13,59,1594,368
14,53,1393,293
15,50,1306,240
16,37,1003,198
17,26,832,188
18,33,739,137
19,31,651,140
20,27,521,104
21,21,473,98
22,19,470,100
23,15,408,71
24,12,355,70
25,13,282,70
26,11,255,44
27,13,244,38
28,14,246,46
29,11,206,31
30,12,188,28
31,9,154,30
32,10,148,24
33,6,118,25
34,9,125,25
35,9,104,23
36,4,106,18
37,5,110,14
38,5,84,13
39,3,62,15
40,4,81,11
41,4,54,11
42,2,64,5
43,5,62,8
44,4,66,7
45,2,50,7
46,7,45,4
47,6,41,14
48,0,31,8
49,5,38,5
50,6,40,4
51,1,37,1
52,2,17,0
53,3,28,4
54,3,28,2
55,0,20,4
56,6,21,2
57,1,20,1
58,4,20,2
59,2,18,1
60,4,12,1
