"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,3617,248
2,103,8027,660
3,164,9250,909
4,160,8988,1041
5,132,7865,1156
6,68,6531,1035
7,92,5287,894
8,85,4569,805
9,75,3631,673
10,75,2956,568
11,70,2509,487
12,58,2045,392
13,45,1585,368
14,28,1387,292
15,41,1299,238
16,36,992,198
17,31,819,187
18,23,727,136
19,28,644,138
20,19,512,104
21,17,468,98
22,20,468,99
23,17,404,70
24,17,346,70
25,15,281,71
26,13,254,43
27,11,245,39
28,12,246,46
29,11,204,31
30,6,187,27
31,10,153,30
32,9,145,24
33,4,115,25
34,7,123,25
35,6,105,23
36,5,106,18
37,5,108,13
38,8,85,11
39,4,59,15
40,5,83,11
41,4,53,10
42,3,65,5
43,6,58,8
44,6,64,5
45,0,50,7
46,5,44,3
47,6,40,14
48,3,31,8
49,2,39,6
50,3,38,4
51,4,38,1
52,0,16,0
53,6,29,4
54,1,30,2
55,4,20,4
56,2,20,2
57,5,18,1
58,4,20,2
59,1,19,1
60,2,12,1
