"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,1,222
2,68,2791,583
3,84,6256,835
4,53,7703,991
5,57,7854,1086
6,34,6956,964
7,29,5788,842
8,32,4696,752
9,29,4086,620
10,27,3258,515
11,25,2660,442
12,24,2228,367
13,19,1840,340
14,10,1421,262
15,18,1217,221
16,10,1129,175
17,19,857,169
18,13,707,126
19,11,627,132
20,13,553,93
21,4,447,86
22,13,389,88
23,7,386,62
24,6,344,63
25,10,281,61
26,6,236,39
27,4,208,33
28,8,206,41
29,4,210,27
30,2,165,24
31,6,160,24
32,4,135,20
33,8,122,23
34,2,109,22
35,2,101,19
36,4,88,16
37,4,87,8
38,4,82,9
39,4,69,11
40,6,50,11
41,1,68,8
42,4,40,4
43,3,51,5
44,3,48,6
45,2,51,6
46,3,40,3
47,2,40,12
48,3,36,4
49,2,25,3
50,4,31,4
51,3,33,1
52,2,27,0
53,7,13,3
54,8,24,2
55,4,25,3
56,3,19,1
57,2,18,1
58,3,15,2
59,2,15,1
60,1,14,1
NA,NA,9,NA
