"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,24,2432,198
2,104,5520,519
3,184,6756,729
4,179,6909,849
5,172,6126,946
6,162,5160,841
7,168,4114,735
8,115,3574,640
9,85,2808,532
10,85,2336,453
11,83,1913,372
12,51,1589,316
13,65,1199,289
14,53,1038,221
15,41,942,181
16,25,721,142
17,35,585,143
18,24,539,107
19,26,464,106
20,15,371,83
21,27,304,70
22,15,321,72
23,13,291,54
24,14,243,53
25,15,183,43
26,10,156,35
27,13,171,26
28,9,169,37
29,9,132,23
30,5,125,19
31,7,95,22
32,3,96,15
33,5,90,21
34,7,80,18
35,5,75,16
36,3,66,15
37,4,65,7
38,8,52,7
39,5,39,8
40,2,60,10
41,4,40,7
42,5,41,3
43,2,35,3
44,1,42,5
45,7,36,6
46,1,33,3
47,2,28,10
48,2,22,2
49,1,30,2
50,2,26,3
51,1,23,1
52,3,13,0
53,2,15,3
54,1,22,2
55,1,16,2
56,0,13,1
57,1,12,1
58,1,12,1
59,0,12,1
60,0,7,1
