"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3295,228
2,27,7260,623
3,73,8536,882
4,90,8437,1019
5,98,7432,1127
6,92,6148,1003
7,86,5008,874
8,51,4319,779
9,41,3460,647
10,39,2792,549
11,58,2376,460
12,32,1933,376
13,36,1506,353
14,33,1295,274
15,26,1217,227
16,19,925,187
17,34,770,175
18,33,675,132
19,10,589,135
20,21,483,97
21,22,426,93
22,12,418,92
23,12,360,64
24,15,321,67
25,16,255,64
26,8,230,41
27,13,222,36
28,10,224,43
29,7,185,30
30,3,174,25
31,10,144,26
32,11,137,23
33,7,109,25
34,3,111,24
35,6,96,22
36,3,96,17
37,3,97,10
38,5,78,10
39,3,53,12
40,8,74,11
41,5,48,9
42,5,63,5
43,3,56,8
44,4,60,5
45,3,43,6
46,5,46,4
47,4,40,13
48,3,28,7
49,4,35,3
50,4,39,5
51,1,32,1
52,2,15,0
53,0,24,4
54,8,27,2
55,7,23,4
56,1,20,1
57,2,14,1
58,1,20,2
59,2,15,1
60,0,10,1
