"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,4714,324
2,48,10619,812
3,93,11993,1054
4,46,11451,1187
5,44,9926,1301
6,46,8155,1150
7,44,6627,1013
8,34,5876,920
9,39,4714,782
10,43,3835,671
11,18,3328,580
12,20,2729,474
13,19,2215,437
14,22,1955,364
15,14,1904,298
16,12,1544,252
17,28,1251,225
18,4,1091,173
19,9,1016,181
20,15,849,141
21,13,728,129
22,12,707,120
23,12,625,101
24,11,507,91
25,4,479,92
26,7,440,62
27,5,374,58
28,6,377,65
29,10,338,37
30,5,288,37
31,6,237,39
32,5,256,36
33,1,228,37
34,4,197,41
35,0,184,27
36,3,195,24
37,3,186,16
38,6,141,17
39,1,104,19
40,0,129,19
41,6,96,11
42,4,103,11
43,2,99,16
44,2,104,8
45,2,91,12
46,3,68,8
47,0,58,14
48,0,55,9
49,5,68,7
50,3,60,4
51,3,61,2
52,3,41,0
53,4,47,5
54,1,48,4
55,2,43,6
56,0,35,5
57,7,32,3
58,1,33,6
59,2,31,3
60,2,27,3
