"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,3980,267
2,60,8858,700
3,53,10150,957
4,58,9812,1092
5,44,8574,1200
6,50,7076,1080
7,40,5708,936
8,51,4981,843
9,51,3993,713
10,32,3237,597
11,20,2766,518
12,38,2255,412
13,38,1775,395
14,31,1562,326
15,19,1491,263
16,32,1175,221
17,20,964,200
18,12,858,143
19,24,758,151
20,16,635,116
21,6,556,108
22,17,531,108
23,12,485,80
24,9,403,80
25,5,341,75
26,7,312,48
27,9,284,48
28,4,289,50
29,6,250,33
30,4,222,29
31,2,189,30
32,1,187,28
33,6,153,28
34,5,144,32
35,3,136,23
36,4,137,18
37,4,138,14
38,4,101,14
39,0,80,15
40,2,90,14
41,3,71,11
42,4,73,7
43,3,73,11
44,5,73,7
45,3,69,10
46,0,53,4
47,2,50,14
48,0,39,8
49,1,51,7
50,3,44,4
51,5,46,1
52,1,24,0
53,1,32,4
54,0,35,3
55,1,26,5
56,1,26,3
57,2,23,2
58,5,27,3
59,4,23,2
60,0,13,2
