"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,3843,264
2,13,8571,688
3,13,9840,947
4,18,9579,1075
5,10,8377,1194
6,13,6922,1070
7,25,5581,927
8,20,4863,835
9,2,3910,708
10,7,3165,589
11,12,2707,511
12,14,2199,408
13,8,1719,386
14,6,1526,314
15,12,1447,259
16,8,1134,214
17,2,932,198
18,7,832,142
19,6,727,145
20,4,609,115
21,8,538,107
22,8,518,103
23,3,468,78
24,5,391,79
25,4,328,73
26,4,297,48
27,7,277,45
28,4,283,48
29,3,242,33
30,2,211,28
31,3,177,30
32,4,179,28
33,1,145,27
34,3,139,31
35,2,129,23
36,3,133,18
37,2,136,14
38,2,91,14
39,3,73,15
40,4,87,14
41,7,63,10
42,2,72,7
43,2,69,9
44,1,68,6
45,0,70,10
46,1,51,4
47,2,48,14
48,3,34,8
49,1,44,7
50,4,43,4
51,3,47,1
52,4,25,0
53,0,31,4
54,3,35,3
55,5,28,5
56,3,25,3
57,6,24,2
58,0,24,3
59,2,24,2
60,1,14,2
