"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4130,279
2,24,9260,717
3,39,10536,975
4,35,10151,1111
5,39,8813,1221
6,23,7312,1089
7,19,5875,952
8,27,5154,857
9,28,4134,730
10,19,3361,613
11,22,2864,528
12,22,2353,427
13,15,1857,407
14,10,1631,337
15,12,1573,269
16,20,1255,228
17,9,1010,204
18,16,900,150
19,16,814,161
20,11,674,120
21,13,595,109
22,5,564,110
23,1,513,83
24,8,431,81
25,8,381,80
26,9,339,49
27,7,307,49
28,6,304,53
29,13,271,34
30,8,237,32
31,4,202,32
32,7,203,29
33,10,168,31
34,11,161,33
35,4,143,24
36,6,150,19
37,7,153,14
38,6,107,15
39,10,86,15
40,12,96,14
41,6,70,10
42,5,79,7
43,5,76,11
44,4,81,7
45,5,76,10
46,6,56,4
47,2,49,14
48,2,42,8
49,3,56,7
50,2,47,4
51,9,48,1
52,5,27,0
53,3,34,4
54,3,37,3
55,4,29,5
56,3,27,3
57,3,27,2
58,3,29,4
59,1,24,2
60,2,19,2
