"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4456,303
2,28,10050,769
3,30,11405,1012
4,23,10869,1150
5,38,9434,1260
6,35,7767,1126
7,29,6295,981
8,25,5524,887
9,23,4453,756
10,21,3619,642
11,13,3116,560
12,13,2570,453
13,12,2041,422
14,13,1818,351
15,17,1757,284
16,13,1412,242
17,9,1158,217
18,8,1001,159
19,9,916,173
20,3,768,130
21,7,670,121
22,6,637,119
23,9,566,92
24,3,475,86
25,5,429,89
26,4,400,56
27,1,341,55
28,2,344,61
29,6,300,34
30,4,270,35
31,7,230,32
32,1,240,36
33,2,200,35
34,6,182,39
35,2,164,26
36,2,170,22
37,4,165,15
38,4,123,15
39,3,93,16
40,4,110,16
41,1,82,11
42,6,95,10
43,6,91,12
44,5,97,7
45,2,82,12
46,5,63,5
47,2,52,14
48,2,52,9
49,1,62,7
50,5,57,4
51,4,53,1
52,2,34,0
53,5,45,5
54,2,42,3
55,2,36,5
56,0,30,5
57,1,28,3
58,4,31,6
59,1,27,3
60,3,20,2
