"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4109,277
2,21,9202,715
3,30,10469,970
4,35,10087,1109
5,31,8760,1219
6,38,7268,1088
7,33,5845,947
8,33,5122,852
9,34,4113,726
10,22,3335,613
11,20,2859,526
12,16,2340,427
13,10,1840,404
14,15,1618,335
15,22,1556,269
16,22,1235,226
17,14,998,204
18,13,892,148
19,25,803,159
20,12,663,120
21,13,592,109
22,13,553,109
23,21,505,83
24,13,424,80
25,11,367,77
26,10,335,50
27,10,304,49
28,7,300,53
29,13,265,34
30,20,232,30
31,7,200,32
32,5,199,29
33,8,164,31
34,5,154,33
35,5,141,24
36,8,146,19
37,5,148,14
38,2,105,15
39,2,82,15
40,2,95,14
41,10,69,10
42,8,81,7
43,5,73,10
44,3,78,7
45,4,75,10
46,5,55,4
47,3,52,13
48,4,42,8
49,1,53,7
50,2,47,4
51,3,47,1
52,4,25,0
53,2,34,4
54,3,37,3
55,0,28,6
56,3,28,3
57,1,23,2
58,0,28,3
59,0,25,2
60,1,17,2
