"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,20,2304,189
2,141,5168,482
3,124,6391,687
4,93,6552,787
5,133,5818,862
6,103,4924,776
7,73,3916,692
8,81,3416,587
9,71,2652,489
10,51,2199,426
11,29,1805,343
12,40,1509,289
13,28,1131,272
14,26,972,208
15,30,877,171
16,22,681,129
17,15,559,134
18,9,510,100
19,14,444,99
20,20,355,78
21,14,282,61
22,8,300,67
23,10,273,45
24,5,227,48
25,7,173,41
26,9,148,33
27,5,161,26
28,7,164,33
29,6,119,21
30,6,124,18
31,1,90,19
32,5,91,14
33,1,90,19
34,5,73,18
35,3,72,14
36,1,63,13
37,2,62,6
38,1,50,6
39,1,37,8
40,1,56,10
41,0,39,6
42,0,42,2
43,3,34,3
44,4,41,5
45,0,36,6
46,1,33,3
47,0,25,9
48,2,20,2
49,1,29,2
50,2,23,3
51,0,22,1
52,0,10,0
53,2,15,3
54,1,22,2
55,1,15,2
56,2,12,1
57,0,10,1
58,1,12,1
59,1,13,1
60,0,6,1
