"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,15,3202,226
2,108,7072,611
3,122,8322,867
4,139,8282,1009
5,64,7290,1117
6,60,6038,994
7,97,4921,862
8,82,4251,773
9,60,3394,639
10,57,2751,537
11,50,2312,456
12,37,1907,374
13,25,1478,350
14,27,1271,269
15,23,1182,228
16,29,904,183
17,22,744,173
18,17,653,130
19,19,575,134
20,13,469,96
21,17,409,91
22,19,410,89
23,17,358,63
24,10,306,67
25,12,244,63
26,4,224,40
27,9,216,35
28,14,220,43
29,11,179,30
30,11,169,25
31,8,138,25
32,7,136,23
33,5,109,25
34,5,109,23
35,5,95,21
36,9,95,16
37,7,94,8
38,4,76,10
39,6,54,11
40,5,73,12
41,2,48,9
42,4,62,5
43,0,51,7
44,9,57,5
45,6,43,6
46,2,42,3
47,1,38,14
48,1,26,7
49,3,34,3
50,0,37,4
51,2,28,1
52,3,15,0
53,4,22,4
54,0,26,2
55,2,20,3
56,1,18,1
57,1,15,1
58,0,18,2
59,1,14,1
60,4,14,1
