"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,3720,254
2,45,8317,675
3,101,9527,927
4,105,9253,1054
5,99,8097,1170
6,78,6726,1060
7,49,5415,905
8,33,4695,816
9,59,3764,690
10,40,3062,574
11,51,2583,499
12,48,2120,401
13,57,1642,375
14,30,1443,305
15,38,1360,252
16,42,1065,201
17,38,873,190
18,42,776,139
19,36,679,142
20,38,548,108
21,18,493,102
22,14,486,102
23,21,431,73
24,29,365,72
25,21,295,71
26,16,269,42
27,21,255,40
28,15,254,47
29,9,220,32
30,17,196,28
31,17,158,30
32,10,156,25
33,11,119,25
34,7,126,25
35,7,113,22
36,6,117,18
37,7,115,14
38,6,84,13
39,8,64,15
40,5,81,11
41,5,52,10
42,6,63,5
43,9,66,10
44,6,65,6
45,3,52,8
46,4,44,4
47,6,42,13
48,1,31,8
49,4,39,5
50,4,43,4
51,3,40,1
52,2,21,0
53,1,28,4
54,2,31,2
55,2,25,5
56,1,21,2
57,3,19,1
58,6,21,2
59,5,22,1
60,0,12,1
