"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,4805,333
2,36,10878,823
3,59,12289,1069
4,56,11721,1195
5,69,10141,1312
6,39,8353,1165
7,36,6774,1023
8,41,6006,932
9,47,4839,794
10,48,3936,683
11,46,3405,586
12,31,2817,479
13,16,2281,445
14,24,2017,368
15,32,1968,303
16,20,1587,255
17,16,1299,227
18,20,1130,176
19,27,1041,185
20,12,873,142
21,13,756,129
22,18,724,121
23,8,638,105
24,15,529,95
25,9,493,91
26,9,453,62
27,6,395,60
28,3,389,67
29,7,339,38
30,6,296,39
31,5,242,41
32,3,269,37
33,7,233,39
34,5,206,42
35,1,192,28
36,2,200,25
37,5,188,17
38,4,139,17
39,1,108,20
40,6,138,19
41,2,99,12
42,0,110,12
43,3,103,15
44,4,109,8
45,3,93,12
46,1,70,7
47,3,62,14
48,0,56,9
49,2,67,9
50,1,60,4
51,2,60,2
52,2,43,0
53,4,48,5
54,2,48,4
55,0,43,6
56,1,38,5
57,2,35,3
58,1,36,6
59,3,32,3
60,2,26,3
