"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,3925,266
2,50,8726,694
3,58,9994,954
4,41,9698,1087
5,54,8478,1198
6,49,6992,1075
7,30,5652,930
8,26,4922,841
9,27,3953,710
10,20,3203,592
11,13,2725,516
12,19,2225,410
13,21,1740,388
14,14,1554,316
15,16,1463,262
16,16,1152,216
17,5,947,200
18,4,845,142
19,13,746,147
20,9,622,116
21,3,546,107
22,7,523,106
23,6,473,78
24,7,400,79
25,5,332,75
26,6,309,48
27,5,278,46
28,4,283,49
29,5,246,33
30,5,217,29
31,2,181,30
32,1,184,28
33,7,149,28
34,2,141,31
35,4,133,23
36,2,134,18
37,6,139,14
38,3,93,14
39,3,78,15
40,0,89,14
41,2,66,10
42,2,73,7
43,2,71,9
44,4,69,7
45,4,70,10
46,1,51,4
47,3,51,13
48,2,38,8
49,1,47,7
50,4,44,4
51,3,46,1
52,0,24,0
53,2,33,4
54,2,36,3
55,3,29,6
56,3,24,3
57,0,22,2
58,1,27,3
59,1,24,2
60,1,15,2
